Monthly_Income,Loan_Amount,Age,Primary_Income_Source,Essential_Expenses,Monthly_Installment,Remittance_Status,Land_Area,CIB_Score,Risk,Stress_Tested_Income,Loan_Coverage_Ratio
66804,596045,32,Salary,15064,49107,0,0.01,548,1,66804.0,1.0536176105239579
73402,104721,25,Business,26278,7215,0,0.76,728,1,73402.0,6.531392931392931
52503,349684,59,Agriculture,21856,4040,0,1.37,644,1,36752.1,3.687153465346534
75125,596264,44,Salary,25552,10541,0,0.5,717,1,75125.0,4.702874490086329
67577,428354,34,Salary,28808,4172,1,4.35,702,1,67577.0,9.292665388302972
35304,183848,30,Salary,10514,5991,0,1.79,573,1,35304.0,4.13787347688199
88846,565487,22,Salary,26080,41909,0,0.28,479,1,88846.0,1.497673530745186
49985,97011,45,Business,9633,1799,1,0.06,620,1,49985.0,22.43023902167871
26898,68534,56,Agriculture,9214,749,0,0.69,650,1,18828.6,12.836582109479304
39099,119801,31,Remittance,15887,1024,0,2.5,614,1,39099.0,22.66796875
39579,244555,18,Business,12631,2276,0,1.38,588,1,39579.0,11.840070298769772
61043,286784,44,Salary,10147,4461,0,0.21,488,1,61043.0,11.409101098408428
54523,153892,56,Salary,15338,1542,0,4.31,373,1,54523.0,25.411802853437095
53263,473332,37,Salary,19159,24155,0,0.1,535,1,53263.0,1.4118815980128339
72394,293359,32,Salary,30953,3975,0,1.17,785,1,72394.0,10.425408805031447
66798,316442,26,Remittance,9214,2830,0,1.34,694,1,66798.0,20.347703180212015
66321,291292,60,Salary,8434,5315,0,4.39,715,1,66321.0,10.891251175917215
68197,151974,67,Salary,15876,1314,1,0.47,706,1,68197.0,39.81811263318112
72323,538839,61,Salary,9147,15037,0,1.53,807,1,72323.0,4.201369954113187
17841,84929,47,Salary,7899,3628,0,0.54,424,1,17841.0,2.7403528114663724
52711,34496,59,Remittance,12492,502,0,1.26,696,1,52711.0,80.11752988047809
16396,158355,40,Salary,4549,1440,0,0.07,338,1,16396.0,8.227083333333333
60721,500933,19,Salary,9960,10981,0,1.57,434,1,60721.0,4.6226208906292685
59907,441743,38,Salary,14748,4488,0,0.06,316,1,59907.0,10.06216577540107
80911,708487,58,Agriculture,35952,23403,0,0.82,537,1,56637.7,0.883890954151177
83753,763381,54,Business,21844,8251,1,0.31,377,1,83753.0,7.503211731911284
64056,237401,74,Business,5334,3290,0,2.7,513,1,64056.0,17.848632218844983
49993,315161,74,Salary,8486,10199,1,0.3,374,1,49993.0,4.069712716933033
69703,437991,31,Salary,30811,4891,0,0.47,319,1,69703.0,7.951748108771213
49442,150271,18,Remittance,22049,1687,0,1.28,563,1,49442.0,16.237700059276822
59972,156440,33,Salary,9469,2312,1,1.17,526,1,59972.0,21.843858131487888
79723,126131,67,Salary,24527,3470,1,1.38,529,1,79723.0,15.906628242074929
48845,330362,64,Business,5298,12567,0,0.38,490,1,48845.0,3.4651865998249383
76114,602726,23,Salary,22351,5224,0,2.29,525,1,76114.0,10.291539050535988
73548,568456,27,Salary,9310,6863,1,2.51,302,1,73548.0,9.360046626839575
40904,143353,50,Agriculture,15662,1442,0,0.83,563,1,28632.8,8.995006934812759
79478,194719,55,Salary,33988,2231,0,1.27,766,1,79478.0,20.389959659345585
73971,355751,73,Salary,10652,3502,0,3.99,376,1,73971.0,18.080810965162765
62039,353295,61,Salary,15584,11956,0,1.52,379,1,62039.0,3.8854968216794914
44754,413139,30,Agriculture,5270,6291,0,1.0,729,1,31327.8,4.14207598156096
42816,377244,20,Salary,8798,4488,0,0.63,576,1,42816.0,7.579768270944742
49247,453198,54,Salary,5126,19563,0,1.51,441,1,49247.0,2.2553289372795584
70852,607733,49,Business,12603,21554,0,1.43,732,1,70852.0,2.702468219356036
40887,395112,70,Business,18251,4910,0,3.87,479,1,40887.0,4.610183299389002
68750,338405,50,Other,6635,3198,0,0.24,633,1,68750.0,19.423076923076923
35165,33442,46,Salary,13989,401,0,0.44,606,1,35165.0,52.80798004987531
55919,72350,35,Salary,6076,4547,0,0.58,393,1,55919.0,10.961733010776337
62193,261685,22,Business,17148,2240,0,0.11,716,1,62193.0,20.109375
108903,321049,67,Business,26930,11861,1,4.77,640,1,108903.0,6.91113734086502
32454,68622,65,Salary,13782,1849,0,3.0,414,1,32454.0,10.098431584640347
89440,854638,27,Business,13742,7286,0,3.3,717,1,89440.0,10.389514136700521
62997,148452,58,Salary,9228,1558,0,1.63,641,1,62997.0,34.511553273427474
68223,655903,38,Agriculture,24357,5797,0,1.54,770,1,47756.1,4.036415387269277
62367,481970,42,Agriculture,21736,4863,0,2.02,751,1,43656.899999999994,4.5076907258893675
68895,453948,66,Salary,23335,5510,0,0.76,475,1,68895.0,8.268602540834845
56926,394052,65,Other,5104,9222,0,0.39,816,1,56926.0,5.6193884189980485
89081,325057,28,Other,15695,6872,0,1.61,318,1,89081.0,10.678987194412107
50871,337837,35,Salary,19878,2956,0,1.32,484,1,50871.0,10.484776725304465
82645,187900,64,Salary,24985,1790,0,3.64,634,1,82645.0,32.212290502793294
47113,443249,70,Business,14266,8721,0,0.53,594,1,47113.0,3.766425868593051
58795,197965,22,Salary,11141,3784,0,0.19,424,1,58795.0,12.593551797040169
38561,112763,65,Salary,6797,2554,0,3.67,409,1,38561.0,12.43696162881754
69100,501393,45,Salary,29729,10618,0,0.73,730,1,69100.0,3.7079487662459973
88903,598874,51,Other,31051,5706,0,2.44,782,1,88903.0,10.138801261829652
58453,279834,22,Salary,7420,21305,0,1.35,674,1,58453.0,2.395353203473363
56062,364865,56,Agriculture,23936,6174,0,0.96,592,1,39243.399999999994,2.4793326854551334
37708,75989,56,Salary,11142,668,0,0.83,726,1,37708.0,39.76946107784431
55414,382169,55,Salary,11268,5413,0,5.75,432,1,55414.0,8.155551450212451
28144,86425,63,Remittance,6387,1425,0,2.63,833,1,28144.0,15.268070175438597
41742,129064,71,Salary,14543,2822,0,2.02,368,1,41742.0,9.638199858256556
64536,131699,66,Salary,14148,6591,0,0.6,622,1,64536.0,7.644970414201183
86380,315942,60,Salary,25407,8717,0,0.97,487,1,86380.0,6.994722955145119
116184,423710,73,Business,39838,19463,0,0.74,798,1,116184.0,3.922622411755639
48268,232396,56,Salary,7351,9048,1,5.47,434,1,48268.0,4.522214854111406
88706,204821,56,Salary,38088,6906,1,4.8,653,1,88706.0,7.329568491167101
64875,151390,48,Salary,13739,3393,1,1.59,386,1,64875.0,15.071028588269968
56975,321710,61,Salary,13399,24391,0,4.39,400,1,56975.0,1.7865606166208847
68652,118379,22,Salary,23235,1033,0,0.53,529,1,68652.0,43.96611810261375
61238,431392,46,Business,18693,17002,0,1.87,740,1,61238.0,2.5023526643924243
62208,588954,42,Salary,15107,11033,1,1.82,453,1,62208.0,4.269101785552434
51833,236076,70,Salary,16608,2207,0,1.1,682,1,51833.0,15.960579972813774
32038,290280,22,Business,13265,12347,0,0.6,614,1,32038.0,1.5204503118166357
29127,41768,54,Agriculture,10955,650,0,3.07,838,1,20388.899999999998,14.513692307692304
73065,66350,28,Salary,28128,643,1,2.71,465,1,73065.0,69.88646967340591
54466,400489,68,Salary,9565,5551,1,0.85,434,1,54466.0,8.088812826517744
48078,371629,66,Salary,11307,10704,0,0.33,797,1,48078.0,3.435257847533632
60170,511990,31,Other,17143,5599,0,0.66,483,1,60170.0,7.684765136631541
75899,78917,67,Salary,7313,922,0,3.1,418,1,75899.0,74.3882863340564
63607,501262,46,Salary,23205,9806,1,2.1,752,1,63607.0,4.120130532327146
46879,191131,73,Salary,9361,11243,0,0.55,747,1,46879.0,3.337009694921284
84526,285842,59,Salary,15600,22246,0,1.7,334,1,84526.0,3.098354760406365
91584,196331,19,Salary,16113,1941,0,0.17,771,1,91584.0,38.882534775888715
69891,696265,29,Salary,12919,14900,1,1.85,648,1,69891.0,3.8236241610738255
79473,87802,41,Business,16297,3267,0,0.72,453,1,79473.0,19.33761861034588
84839,708964,30,Business,25773,10425,0,1.85,595,1,84839.0,5.665803357314148
82602,543124,25,Business,24444,4873,0,1.75,431,1,82602.0,11.93474245844449
72282,540905,73,Agriculture,12621,41879,0,0.23,393,1,50597.399999999994,0.9068124835836575
71967,522575,67,Salary,11254,28930,0,2.17,372,1,71967.0,2.0986173522295197
70393,609260,42,Remittance,27154,10681,0,1.04,390,1,70393.0,4.04821645913304
38053,85468,30,Agriculture,4350,1005,0,6.35,621,1,26637.1,22.176218905472634
74014,37587,28,Agriculture,19965,593,0,1.62,746,1,51809.799999999996,53.70118043844856
32884,203421,70,Agriculture,8964,1867,1,1.11,568,1,23018.8,7.528012854847348
44108,170330,36,Salary,12899,10162,1,0.49,308,1,44108.0,3.071147411926786
86071,144253,18,Salary,35090,2960,0,1.24,536,1,86071.0,17.223310810810812
76804,174216,40,Salary,23874,3488,0,0.41,711,1,76804.0,15.174885321100918
89748,327725,43,Salary,39511,6725,0,1.63,760,1,89748.0,7.470185873605948
54567,63692,53,Salary,21958,985,1,2.3,703,1,54567.0,33.105583756345176
36955,38458,37,Salary,5893,395,0,1.61,503,1,36955.0,78.6379746835443
55191,507881,70,Salary,9340,10962,0,3.29,657,1,55191.0,4.182722130997993
62041,214971,54,Remittance,12878,2326,1,0.17,337,1,62041.0,21.13628546861565
61580,605405,74,Business,13847,21763,0,0.27,525,1,61580.0,2.1933097458990027
82674,798754,38,Business,23530,11008,0,3.44,595,1,82674.0,5.37281976744186
52775,97867,55,Salary,8762,1864,0,0.04,315,1,52775.0,23.612124463519315
67041,488848,38,Business,10879,6960,0,0.29,307,1,67041.0,8.069252873563219
40227,249715,57,Remittance,8895,10565,0,2.03,741,1,40227.0,2.965641268338855
69006,487262,60,Business,22679,4238,0,1.26,421,1,69006.0,10.931335535630014
60062,84917,36,Business,20097,773,0,0.17,369,1,60062.0,51.70116429495472
45004,103119,71,Salary,19854,1018,1,0.11,626,1,45004.0,24.705304518664047
55283,67891,66,Salary,8563,626,0,0.34,454,1,55283.0,74.63258785942492
56316,351371,68,Business,12691,12620,0,0.48,839,1,56316.0,3.4568145800316956
54597,539015,30,Other,23855,8117,0,2.72,821,1,54597.0,3.787359862017987
95427,656905,58,Salary,31997,14178,1,1.56,753,1,95427.0,4.473832698547045
58031,420854,24,Salary,17360,3903,0,1.22,466,1,58031.0,10.42044581091468
55122,543148,24,Salary,15416,16733,0,0.07,782,1,55122.0,2.3729157951353614
18051,125294,73,Salary,1948,3504,1,0.71,440,1,18051.0,4.59560502283105
42116,37135,26,Other,17291,431,0,1.67,432,1,42116.0,57.59860788863109
54739,478230,67,Agriculture,17048,22139,0,2.46,836,1,38317.299999999996,0.9607163828537872
46283,183486,42,Salary,13492,2014,1,1.44,671,1,46283.0,16.281529294935453
87634,47450,35,Salary,24504,1159,0,0.84,347,1,87634.0,54.46937014667817
56701,301577,22,Salary,12758,3617,0,3.6,788,1,56701.0,12.149018523638375
85769,806369,56,Salary,14943,7587,0,0.07,388,1,85769.0,9.335178594965072
61234,180312,59,Business,22012,2317,1,1.56,675,1,61234.0,16.927924039706518
60745,314014,44,Agriculture,16312,8980,1,1.35,541,1,42521.5,2.918652561247216
58224,125233,64,Business,5389,7235,0,1.14,309,1,58224.0,7.302695231513476
60076,62964,36,Salary,13677,3744,0,0.74,734,0,60076.0,12.3928952991453
94376,119402,49,Agriculture,39976,5530,0,0.96,678,1,66063.2,4.717396021699819
13608,100789,34,Agriculture,2971,1351,0,0.77,787,1,9525.599999999999,4.851665433012582
19969,173904,51,Salary,4651,3506,0,0.57,637,1,19969.0,4.36908157444381
49137,91461,25,Business,15275,2391,0,0.84,716,1,49137.0,14.162275198661648
60291,195284,45,Business,22707,5472,0,2.73,799,1,60291.0,6.868421052631579
73802,173640,49,Agriculture,24158,1517,0,0.74,837,1,51661.399999999994,18.130125247198414
69462,52453,49,Salary,27404,2112,0,1.35,608,1,69462.0,19.913825757575758
52315,301209,43,Salary,6391,6705,0,0.59,309,1,52315.0,6.849217002237136
80381,574665,54,Salary,33929,9133,0,0.04,490,1,80381.0,5.086171028139713
80604,536406,47,Salary,33406,44520,0,0.42,641,1,80604.0,1.0601527403414195
63681,266601,34,Salary,17327,2392,0,0.17,360,1,63681.0,19.37876254180602
79253,457496,30,Agriculture,24660,20152,0,0.66,364,1,55477.1,1.529232830488289
65453,91238,54,Salary,10390,1065,0,0.12,517,1,65453.0,51.70234741784038
48770,95876,71,Salary,11985,1200,0,1.42,801,1,48770.0,30.654166666666665
73956,691640,60,Other,11463,6960,0,1.42,477,1,73956.0,8.978879310344828
62212,481168,54,Business,5483,5843,1,0.75,815,1,62212.0,9.70888242341263
60027,556211,70,Salary,26588,5849,0,0.04,742,1,60027.0,5.71704564882886
89459,823780,69,Business,15734,14328,0,2.55,466,1,89459.0,5.1455192629815745
10983,73248,46,Salary,3289,1131,1,1.85,427,1,10983.0,6.802829354553492
31646,294886,24,Salary,6047,3359,0,0.67,756,1,31646.0,7.621018160166717
36259,161668,54,Business,7873,2203,0,3.75,716,1,36259.0,12.88515660463005
52735,28179,53,Salary,11980,419,0,0.04,647,0,52735.0,97.26730310262529
54908,60093,33,Salary,11199,1757,0,0.68,838,1,54908.0,24.877063175867956
29853,45977,66,Salary,9429,1153,0,0.59,355,1,29853.0,17.71379011274935
40297,56652,67,Agriculture,17551,1117,0,0.0,512,1,28207.899999999998,9.540644583706355
42783,164337,36,Salary,10208,12639,0,1.15,632,1,42783.0,2.577339979428752
109148,781726,45,Agriculture,48039,13696,0,1.66,339,1,76403.59999999999,2.0710134345794384
96035,769352,29,Salary,31412,62554,0,2.75,837,1,96035.0,1.0330754228346708
51765,316130,28,Business,15770,4329,1,2.15,615,1,51765.0,8.314853314853314
52728,99716,33,Salary,8844,1133,0,1.06,469,1,52728.0,38.732568402471315
37016,281509,38,Salary,3823,3872,0,0.32,431,1,37016.0,8.572572314049587
21837,84523,33,Business,8630,973,0,0.15,300,1,21837.0,13.573484069886948
57662,35949,26,Business,16859,2995,0,2.49,626,0,57662.0,13.623706176961603
40043,126760,43,Salary,9343,6882,1,2.82,838,1,40043.0,4.460912525428655
58303,212264,53,Salary,22180,2428,0,2.1,319,1,58303.0,14.877677100494234
27996,86937,36,Salary,5457,881,0,4.08,528,1,27996.0,25.583427922814984
44761,367612,48,Salary,16559,4107,0,3.87,664,1,44761.0,6.866812758704651
62973,486108,33,Business,12679,5814,0,2.53,537,1,62973.0,8.650498796009632
67324,478522,58,Salary,28325,5413,0,2.15,658,1,67324.0,7.204692407167929
68349,124433,54,Business,12245,1354,0,3.39,692,1,68349.0,41.43574593796159
33590,274579,72,Salary,4397,3043,0,1.1,832,1,33590.0,9.593493263227078
77094,534506,21,Salary,26081,5829,0,0.5,633,1,77094.0,8.751586893120605
43996,103433,66,Salary,6171,5173,0,0.5,691,1,43996.0,7.312004639474193
72657,483670,37,Salary,31334,25682,1,2.22,466,1,72657.0,1.6090257768086598
59787,304517,21,Salary,19285,5971,0,2.29,383,1,59787.0,6.7831184056271985
32472,151768,57,Remittance,5371,2200,0,0.74,355,1,32472.0,12.318636363636363
53676,84012,27,Salary,8441,890,1,0.35,360,1,53676.0,50.825842696629216
67307,365066,28,Agriculture,28392,7582,0,3.41,755,1,47114.899999999994,2.469388024268002
72259,104729,73,Salary,22032,2511,0,3.78,322,1,72259.0,20.00278773397053
57180,117814,30,Salary,23483,1222,1,0.86,566,1,57180.0,27.575286415711947
90636,159446,49,Salary,10947,4096,1,0.72,637,1,90636.0,19.455322265625
80150,766557,29,Salary,33855,7616,0,0.96,670,1,80150.0,6.078650210084033
54867,175915,25,Business,14947,5651,0,0.11,336,1,54867.0,7.064236418333039
75002,290591,18,Agriculture,24549,5718,1,2.28,774,1,52501.399999999994,4.888492479888072
98676,351263,18,Business,21508,6350,0,0.41,540,1,98676.0,12.15244094488189
99210,896202,45,Business,10108,20209,0,1.97,309,1,99210.0,4.409025681626998
35440,207259,42,Salary,15397,16765,0,0.85,373,1,35440.0,1.1955263942737846
41469,382843,20,Salary,18578,10227,0,2.22,773,1,41469.0,2.2382907988657474
89698,300424,37,Agriculture,19275,6199,1,0.65,819,1,62788.6,7.019454750766252
38834,61782,33,Salary,16669,1347,1,0.89,714,1,38834.0,16.455085374907203
33549,194050,50,Salary,4766,2004,0,1.62,483,1,33549.0,14.362774451097804
50276,190174,74,Remittance,6900,11111,0,0.14,821,1,50276.0,3.903879038790388
68405,555320,57,Other,7323,10282,0,1.61,451,1,68405.0,5.940673020813072
57952,513137,70,Business,13026,31968,0,0.18,428,1,57952.0,1.405342842842843
46989,234449,28,Salary,4668,2084,0,0.84,721,1,46989.0,20.307581573896353
46516,452503,30,Agriculture,10514,4649,0,1.97,477,1,32561.199999999997,4.742353194235319
45753,263246,60,Salary,6003,2230,0,1.24,586,1,45753.0,17.82511210762332
42410,130357,35,Salary,14856,1182,0,0.96,664,1,42410.0,23.311336717428087
105633,543510,66,Salary,41022,11788,0,0.93,391,1,105633.0,5.481082456735663
65950,56351,44,Remittance,22060,650,0,1.18,810,0,65950.0,67.52307692307693
77735,632608,29,Remittance,11985,14024,1,1.5,391,1,77735.0,4.688391329150028
50218,73501,66,Business,18266,681,0,0.29,846,1,50218.0,46.91923641703377
56281,193219,49,Salary,9698,3428,0,2.55,452,1,56281.0,13.5889731621937
45729,268452,63,Salary,16509,5104,0,1.89,529,1,45729.0,5.724921630094044
6966,6327,43,Salary,2020,57,0,1.09,439,1,6966.0,86.7719298245614
32440,40664,25,Remittance,6997,397,0,0.11,597,1,32440.0,64.088161209068
23788,169207,56,Salary,2638,1454,0,0.47,300,1,23788.0,14.54607977991747
15004,17733,25,Salary,5794,925,0,4.48,393,1,15004.0,9.956756756756757
36093,181630,55,Agriculture,15436,4745,0,1.01,586,1,25265.1,2.0714646996838773
86499,321569,41,Salary,28232,7227,0,3.11,682,1,86499.0,8.062404870624048
59111,157635,63,Agriculture,25824,2726,0,0.49,830,1,41377.7,5.705685986793836
85811,196799,67,Salary,36523,3119,0,1.52,761,1,85811.0,15.802500801538955
68220,528869,41,Agriculture,10370,12164,0,0.79,807,1,47754.0,3.073331141072016
75651,721684,68,Salary,26519,7412,0,1.06,740,1,75651.0,6.628710199676201
41982,76899,24,Salary,8784,2130,0,2.45,727,1,41982.0,15.585915492957746
70479,677795,24,Salary,18351,7771,1,1.85,490,1,70479.0,6.7080169862308585
74574,458648,74,Salary,10297,4410,0,1.02,798,1,74574.0,14.575283446712017
48467,319677,50,Business,21358,4141,0,7.1,830,1,48467.0,6.546486355952668
71191,515729,43,Salary,24822,10263,0,1.36,582,1,71191.0,4.518074637045698
71324,512757,26,Salary,12750,15879,0,0.82,366,1,71324.0,3.688771333207381
49009,406197,34,Agriculture,10657,15323,0,4.07,323,1,34306.299999999996,1.5433857599686742
37545,191215,57,Salary,8873,2070,1,1.26,572,1,37545.0,13.8512077294686
36317,202173,64,Business,12950,3226,0,0.59,649,1,36317.0,7.243335399876007
61730,220768,70,Agriculture,26081,12984,0,4.59,605,1,43211.0,1.3193160813308689
66540,99806,41,Salary,13237,844,0,0.49,793,0,66540.0,63.15521327014218
44149,300835,43,Agriculture,11250,3560,0,0.52,595,1,30904.3,5.520870786516854
60532,49594,27,Salary,18129,481,1,0.51,664,0,60532.0,88.15592515592516
71411,222698,22,Salary,16106,3754,1,0.1,717,1,71411.0,14.732285562067128
72364,100961,42,Salary,19288,876,0,0.19,793,1,72364.0,60.58904109589041
91038,210471,51,Agriculture,10844,6274,0,0.24,635,1,63726.6,8.428849218999044
85540,561822,23,Business,12150,17560,0,0.13,607,1,85540.0,4.179384965831435
39974,258653,41,Business,9130,2391,0,0.88,342,1,39974.0,12.900041823504809
93672,421526,54,Other,39204,3892,0,2.17,653,1,93672.0,13.99486125385406
49380,66991,64,Salary,10333,1017,1,0.22,399,1,49380.0,38.39429695181907
80897,373506,71,Remittance,13949,14599,0,0.42,503,1,80897.0,4.585793547503254
61360,236302,37,Agriculture,21774,5255,0,3.68,593,1,42952.0,4.0300666032350145
51757,380122,40,Remittance,22316,4068,0,0.8,345,1,51757.0,7.2372173058013765
23846,143094,67,Remittance,5959,1384,0,0.16,682,1,23846.0,12.92413294797688
56569,292455,57,Other,4706,5903,0,0.73,454,1,56569.0,8.785871590716585
28812,147700,33,Salary,9641,7935,0,4.46,583,1,28812.0,2.416005040957782
79346,768055,57,Agriculture,18533,9155,0,1.3,492,1,55542.2,4.042512288367012
90336,694214,26,Agriculture,29743,7557,1,0.0,495,1,63235.2,4.431943893079264
44062,230061,43,Business,8053,3981,0,6.89,516,1,44062.0,9.045214770158251
66039,333670,35,Salary,5342,4450,0,4.32,328,1,66039.0,13.639775280898876
45492,34190,74,Other,9438,288,0,2.65,407,1,45492.0,125.1875
47430,448396,19,Salary,16163,11659,0,0.01,733,1,47430.0,2.6817908911570463
75490,266642,66,Salary,17019,3609,0,1.52,367,1,75490.0,16.2014408423386
59229,173625,34,Business,9541,2226,1,7.48,573,1,59229.0,22.321653189577717
94793,947398,20,Salary,23858,13287,0,0.09,377,1,94793.0,5.338676902235267
50355,368979,55,Agriculture,18046,3485,0,4.39,596,1,35248.5,4.936154949784792
79987,75984,56,Salary,9934,982,0,2.34,654,1,79987.0,71.33706720977597
61948,67394,26,Business,20811,1008,0,0.57,558,1,61948.0,40.81051587301587
75916,56350,20,Agriculture,24818,2229,1,2.62,725,0,53141.2,12.706684611933602
51057,316369,24,Salary,11088,3597,0,0.09,446,1,51057.0,11.111759799833195
59009,69623,41,Agriculture,25906,2651,0,0.52,607,1,41306.299999999996,5.809241795548848
57690,540393,25,Salary,23713,36342,1,0.07,452,1,57690.0,0.9349237796488911
43279,406849,58,Agriculture,8525,6282,0,0.65,580,1,30295.3,3.465504616364215
73242,416565,22,Other,6702,5643,0,1.71,334,1,73242.0,11.791600212652844
73005,464171,62,Salary,14168,3871,0,2.99,448,1,73005.0,15.199431671402738
71871,235234,67,Business,11194,2645,0,3.65,689,1,71871.0,22.940264650283552
90739,100515,58,Business,25632,970,0,2.42,728,1,90739.0,67.12061855670103
88987,667925,71,Business,37369,13518,1,3.98,449,1,88987.0,3.818464269862406
52501,77017,71,Agriculture,21107,1150,0,3.97,442,1,36750.7,13.603217391304346
67461,88563,20,Salary,13031,756,0,1.27,464,1,67461.0,71.9973544973545
47528,164286,37,Business,11339,2878,1,0.55,453,1,47528.0,12.574357192494787
60467,37394,61,Salary,5655,377,0,6.45,847,1,60467.0,145.3899204244032
48005,221943,37,Salary,13506,3226,0,0.23,658,1,48005.0,10.694048357098573
92401,667410,60,Remittance,9559,18443,0,0.85,512,1,92401.0,4.4917855012741965
67274,545782,62,Salary,28745,7308,0,1.05,554,1,67274.0,5.272167487684729
55639,347239,74,Business,22298,9767,0,1.16,581,1,55639.0,3.4136377598034198
83872,716712,36,Salary,13357,58142,0,0.92,604,1,83872.0,1.2128065770011351
16588,72353,37,Agriculture,5619,1931,0,3.18,512,1,11611.599999999999,3.1033661315380625
19718,168852,19,Business,5722,5139,0,1.1,836,1,19718.0,2.723487059739249
75917,403233,34,Salary,28583,7746,0,2.16,459,1,75917.0,6.110766847405112
61209,160297,33,Salary,15669,1485,0,0.22,535,1,61209.0,30.666666666666668
65009,615595,43,Salary,9813,11424,0,6.88,303,1,65009.0,4.831582633053221
33472,104172,42,Other,10602,1009,0,0.73,570,1,33472.0,22.666005946481665
59535,44587,66,Business,6531,619,0,0.22,771,1,59535.0,85.62843295638126
100070,280737,62,Salary,29650,21894,0,1.46,849,1,100070.0,3.2164063213665846
76484,304676,59,Agriculture,12138,9408,0,0.73,560,1,53538.799999999996,4.400595238095238
63394,243295,18,Salary,21137,2161,0,3.09,376,1,63394.0,19.55437297547432
51219,280902,44,Salary,19790,3636,0,0.8,696,1,51219.0,8.643839383938394
52109,463234,59,Salary,6280,4122,0,0.14,652,1,52109.0,11.118146530810286
17416,57076,31,Salary,3973,1255,0,4.93,828,1,17416.0,10.711553784860557
65153,354909,42,Agriculture,22895,3970,0,0.48,578,1,45607.1,5.720931989924433
76910,286976,59,Remittance,10811,3009,0,0.64,301,1,76910.0,21.967098703888336
28488,236645,63,Remittance,8251,2016,1,1.09,796,1,28488.0,10.038194444444445
46772,93414,66,Remittance,15368,6690,0,0.7,671,1,46772.0,4.694170403587444
36851,54663,42,Salary,7786,476,1,0.54,740,1,36851.0,61.0609243697479
40693,214796,40,Salary,15782,3956,1,0.35,365,1,40693.0,6.297017189079878
61070,420341,39,Business,16424,4101,0,0.36,551,1,61070.0,10.886613021214337
18312,147549,56,Other,5713,2083,0,1.11,552,1,18312.0,6.048487758041286
72285,441042,41,Agriculture,9551,6043,0,2.51,447,1,50599.5,6.792735396326328
75077,589473,40,Salary,6650,11601,1,0.37,766,1,75077.0,5.898370830100854
54978,232598,27,Business,5431,2292,0,0.83,403,1,54978.0,21.6173647469459
10386,8436,45,Agriculture,4304,208,1,1.29,339,1,7270.2,14.260576923076922
40072,64233,31,Remittance,16292,986,0,3.54,429,1,40072.0,24.11764705882353
84658,73472,47,Agriculture,32069,1013,0,0.56,845,0,59260.6,26.8426456071076
5000,18125,68,Salary,769,197,0,3.31,362,1,5000.0,21.477157360406093
53050,276240,62,Salary,14558,4389,0,1.42,620,1,53050.0,8.77010708589656
36400,141415,45,Salary,13634,1655,0,1.63,400,1,36400.0,13.755891238670696
76091,443283,73,Salary,25082,6882,1,1.73,517,1,76091.0,7.411944202266783
46498,235549,73,Remittance,5707,2831,0,3.54,604,1,46498.0,14.408689509007418
68079,472499,43,Business,28004,5571,1,0.72,310,1,68079.0,7.193502064261353
71309,487478,61,Salary,9944,5501,1,0.0,432,1,71309.0,11.155244500999817
96725,340628,37,Salary,13886,3375,0,0.05,623,1,96725.0,24.544888888888888
55941,211963,68,Business,23125,3011,0,3.73,307,1,55941.0,10.89870474925274
67521,409103,39,Business,17509,12445,0,0.08,572,1,67521.0,4.018642024909602
30299,186827,32,Salary,6604,2188,0,0.79,632,1,30299.0,10.829524680073126
83808,292461,25,Remittance,23873,14387,1,8.34,418,1,83808.0,4.1659136720650585
44790,162947,66,Salary,19847,4571,1,2.25,389,1,44790.0,5.45679282432728
48785,346053,34,Salary,6062,3547,1,1.75,570,1,48785.0,12.044826614040034
59555,396065,64,Salary,21444,6714,0,0.68,695,1,59555.0,5.676347929699136
28742,51246,22,Business,5855,779,0,1.39,307,1,28742.0,29.37997432605905
64575,302850,46,Agriculture,7963,2553,0,1.3,486,1,45202.5,14.58656482569526
79349,712610,42,Remittance,18736,19054,1,2.56,850,1,79349.0,3.1811168258633358
65859,55645,43,Salary,18641,3943,0,2.14,484,1,65859.0,11.975145828049708
28222,243388,27,Other,4408,10129,0,0.5,482,1,28222.0,2.351071181755356
57524,117935,22,Agriculture,13228,3071,0,0.86,706,1,40266.799999999996,8.80455877564311
74841,398069,37,Salary,23590,4403,0,0.25,564,1,74841.0,11.640018169429935
22440,101680,44,Salary,6581,1062,0,0.17,515,1,22440.0,14.933145009416195
38505,22958,63,Salary,13383,314,0,2.55,732,0,38505.0,80.00636942675159
77531,712996,44,Remittance,30196,18030,1,1.21,316,1,77531.0,2.6253466444814197
65402,315355,32,Salary,15133,4614,0,1.18,692,1,65402.0,10.894885132206328
68239,652743,32,Salary,16138,47941,0,2.95,509,1,68239.0,1.0867733255459837
97190,313347,52,Agriculture,25636,3659,0,2.42,789,1,68033.0,11.587045640885488
69371,605582,42,Remittance,20086,7730,0,1.29,699,1,69371.0,6.375808538163001
73158,677641,69,Business,8785,47209,0,0.15,818,1,73158.0,1.3635747421042599
114215,661294,43,Agriculture,22349,6597,0,0.12,370,1,79950.5,8.731468849477036
55724,135155,50,Salary,8002,1431,0,0.52,404,1,55724.0,33.3487071977638
44042,308728,21,Remittance,9811,6817,0,1.09,797,1,44042.0,5.021417045621241
