Monthly_Income,Loan_Amount,Age,Primary_Income_Source,Essential_Expenses,Monthly_Installment,Remittance_Status,Land_Area,CIB_Score,Risk
77561,50932,37,Other,7296,2672,0,0.79,583,0
32540,162635,25,Agriculture,4974,3304,0,0.94,327,1
66567,137234,25,Salary,28287,1534,0,0.32,672,1
63575,457657,57,Salary,22475,15801,0,1.16,517,1
47674,384041,43,Salary,7883,7740,1,0.24,359,1
59546,158917,45,Salary,7218,1837,0,0.5,804,1
47549,291270,64,Business,20498,3042,0,0.27,496,1
38566,75868,18,Business,4686,1116,1,0.94,427,1
52928,179110,61,Agriculture,9269,1553,0,1.34,571,1
37920,339140,33,Remittance,5596,3030,0,1.45,823,1
66456,376735,71,Salary,5500,5967,0,2.02,754,1
36998,329872,72,Remittance,7260,11255,0,3.68,355,1
74240,195983,46,Business,32699,2053,0,0.7,678,1
36370,132213,36,Salary,7511,3456,0,1.94,666,1
48674,242107,31,Agriculture,12976,2350,0,0.65,788,1
47508,240427,28,Salary,16913,3188,1,0.66,832,1
86503,863097,74,Business,24558,15819,0,3.56,710,1
66606,105719,28,Agriculture,23654,1466,0,0.97,660,1
55765,479226,43,Salary,18113,6891,0,0.04,494,1
69974,609122,45,Remittance,21354,5445,0,0.59,795,1
17856,102768,56,Salary,5721,2924,0,1.85,819,1
59137,222849,66,Agriculture,22217,1985,0,0.74,846,1
99950,542993,49,Salary,34260,35294,0,1.48,826,1
62647,205385,61,Salary,23365,2160,1,0.3,653,1
61358,496480,50,Salary,8214,4460,0,1.26,826,1
70963,371396,42,Remittance,23470,6807,0,5.85,731,1
77912,724231,26,Salary,27479,36410,0,0.76,432,1
20051,128639,29,Remittance,3829,1301,0,0.45,317,1
26353,141938,42,Salary,10636,1378,0,1.64,840,1
64206,465825,20,Salary,12375,9641,0,1.15,535,1
45702,241643,36,Salary,7779,3553,0,6.84,781,1
86241,784173,44,Salary,34568,7887,0,3.1,458,1
53697,120938,44,Remittance,9204,3694,1,0.8,498,1
21309,207695,64,Salary,4981,2598,0,2.12,754,1
34640,284596,73,Business,7487,4864,0,1.4,589,1
5006,43437,59,Business,2064,1409,0,1.68,673,1
55317,281432,22,Business,13743,2765,0,0.96,476,1
56232,475352,41,Business,18944,10100,1,0.4,638,1
51511,175877,59,Remittance,19255,1558,0,0.03,568,1
81578,631292,51,Business,25479,8595,0,0.85,813,1
83970,154024,44,Business,36037,2280,1,1.1,571,1
56592,193374,42,Business,21331,3350,0,0.2,348,1
17306,81935,41,Business,3947,1482,0,2.43,705,1
72346,257699,51,Salary,31239,2568,0,0.58,825,1
71107,296990,28,Business,19490,3487,0,1.08,786,1
66188,548764,47,Salary,5848,5743,0,2.7,355,1
79630,233986,29,Agriculture,14031,4071,1,0.94,850,1
36703,278215,56,Other,11379,6915,0,1.89,491,1
100175,120237,67,Other,13826,5623,0,2.61,759,1
40811,317286,46,Agriculture,12084,3309,0,1.15,647,1
74984,601688,40,Business,16031,10584,0,0.42,836,1
26253,113312,71,Agriculture,7291,1691,0,0.04,488,1
41395,304814,55,Salary,3340,4862,0,1.2,634,1
90327,830450,42,Salary,35581,14180,0,2.12,676,1
54782,444105,19,Salary,11719,5172,0,2.03,385,1
76798,323261,18,Salary,10126,4158,0,5.13,727,1
64739,330171,30,Other,15669,2822,0,1.82,379,1
57901,457644,31,Remittance,15048,16949,0,1.24,756,1
87277,286238,59,Business,27565,3871,0,0.09,369,1
55267,449701,46,Salary,15148,23882,0,2.03,398,1
24385,88193,74,Business,2343,889,1,2.3,572,1
43935,358374,48,Salary,17682,4562,0,0.85,400,1
71024,94079,69,Agriculture,17678,1615,0,0.23,342,1
67910,62598,49,Other,7367,635,0,1.7,328,1
28659,285957,38,Salary,10488,4677,0,1.74,457,1
45513,398687,58,Salary,14758,10893,1,1.05,570,1
48366,429831,43,Salary,15491,6819,0,0.69,324,1
52691,502522,33,Salary,12538,25574,0,0.56,375,1
32482,151496,44,Salary,7532,1390,0,0.28,637,1
47433,152968,55,Salary,13207,1682,0,1.2,475,1
45428,78828,39,Salary,4485,838,1,0.06,717,1
75431,396879,58,Salary,14378,3728,1,0.33,763,1
76182,197346,73,Salary,33941,2024,0,0.17,316,1
57084,535889,41,Agriculture,18553,9139,0,0.63,822,1
52159,28063,34,Salary,12258,1131,0,0.26,676,1
62798,116827,40,Remittance,10191,2233,0,0.42,752,1
43668,124084,65,Salary,15534,1099,1,2.52,563,1
37063,88584,28,Salary,6534,774,0,0.09,300,1
41196,108959,73,Salary,5771,1148,1,1.03,787,1
47304,318472,41,Agriculture,6489,9345,0,0.43,612,1
36731,132649,65,Salary,12850,4020,0,2.61,320,1
63241,401121,62,Business,20101,3748,0,0.14,391,1
74594,668172,62,Salary,7894,24451,0,1.95,413,1
28258,175886,69,Other,3463,2342,0,1.46,507,1
60503,429454,28,Salary,19030,8126,0,0.64,543,1
55601,220863,51,Salary,16197,4950,0,3.9,535,1
66830,134831,23,Remittance,22309,1583,0,2.17,778,1
59741,211815,35,Salary,8715,1832,0,3.05,819,1
30928,298786,20,Salary,10789,3113,1,1.79,673,1
34752,222663,56,Agriculture,14817,3452,0,3.03,649,1
60588,190026,52,Salary,18321,3189,0,2.13,776,1
80576,385451,60,Salary,12293,3503,0,4.33,447,1
15716,132602,28,Salary,5209,1781,0,0.89,607,1
66915,458382,36,Salary,13847,6984,1,1.92,654,1
83792,488189,56,Remittance,8231,5693,0,3.93,457,1
56939,507272,65,Business,10925,13487,0,2.32,824,1
71004,489088,68,Business,29471,25900,0,2.31,429,1
45939,303470,22,Salary,10663,2908,0,0.06,332,1
57613,132671,40,Business,23041,1710,0,3.1,478,1
27582,41668,18,Business,7398,1398,0,0.66,749,1
13113,126788,64,Salary,3557,2869,0,2.49,506,1
78855,488046,25,Remittance,6461,4104,1,2.87,419,1
40300,179294,64,Business,12724,2227,0,0.18,780,1
50889,310204,26,Agriculture,6101,3844,0,4.27,384,1
32271,35085,18,Salary,8298,1773,0,0.55,387,1
31801,264273,68,Salary,5607,2265,0,1.41,795,1
56523,144593,43,Agriculture,12728,1334,0,0.56,477,1
45408,369766,42,Agriculture,12656,5196,0,0.02,301,1
67559,376749,54,Salary,5766,8296,0,0.89,538,1
69051,215952,33,Salary,12795,2471,0,0.06,708,1
66417,52270,57,Agriculture,29632,512,0,0.74,717,0
64772,534396,42,Salary,6557,5515,0,0.57,348,1
91555,199258,33,Salary,18144,1696,0,2.49,455,1
38648,38345,40,Business,7688,475,0,1.23,640,1
58901,452409,18,Salary,12980,9689,1,0.31,663,1
82654,316185,35,Salary,27554,4807,0,0.5,642,1
85291,358109,51,Salary,14641,3575,0,1.77,486,1
31565,89870,25,Remittance,7901,2210,0,0.21,775,1
53753,465619,24,Salary,17126,12587,0,0.42,342,1
87162,289781,55,Business,17368,3210,0,0.05,753,1
70162,175183,42,Other,30243,2920,0,1.22,817,1
63905,219697,25,Business,28277,2193,0,1.63,677,1
55646,135215,60,Business,6916,4914,0,0.11,536,1
52324,184061,62,Business,10842,3814,0,0.85,509,1
65764,84697,19,Salary,10322,2068,0,9.14,540,1
54953,110238,29,Business,8194,1262,0,0.25,391,1
59148,263919,39,Other,15477,2807,0,5.48,422,1
61572,545216,59,Agriculture,17771,8902,1,1.87,650,1
46439,48494,22,Salary,11029,762,0,0.25,603,0
70643,178049,63,Salary,12775,6780,1,0.71,573,1
118285,1079857,36,Remittance,21657,12299,0,2.55,561,1
24460,219043,25,Salary,10936,1838,0,0.34,342,1
66480,462354,67,Agriculture,28039,4815,0,0.33,778,1
44796,124734,22,Salary,4842,3456,0,0.64,826,1
71548,321122,25,Agriculture,23105,4050,0,0.53,435,1
60931,152730,72,Agriculture,15175,3483,0,0.52,473,1
75237,129527,47,Salary,25194,8489,0,4.54,647,1
83510,343225,44,Salary,25126,10923,0,2.51,301,1
63848,381192,57,Agriculture,26115,16516,1,0.45,356,1
82641,323900,53,Salary,8660,9768,0,1.77,796,1
13114,82655,52,Salary,2745,844,1,1.94,395,1
91809,304294,19,Business,40821,6975,0,0.57,617,1
67501,255530,49,Salary,9953,2725,0,8.19,786,1
81557,653386,33,Business,10367,5708,0,0.71,703,1
35602,314864,64,Salary,12451,4254,0,0.69,449,1
43385,154421,46,Salary,15951,2397,0,0.96,384,1
62919,373072,25,Remittance,20684,4011,0,1.97,695,1
59659,187481,68,Salary,21906,8338,0,8.28,522,1
65661,66100,34,Salary,22107,1135,0,1.23,833,0
81690,613463,33,Business,10639,9313,1,0.52,655,1
24696,52467,71,Remittance,7533,516,0,0.53,306,1
79476,361160,62,Business,29203,3614,0,1.07,438,1
60166,308467,66,Agriculture,24081,2977,0,0.22,710,1
55924,125968,55,Salary,9569,1442,0,0.71,686,1
30578,42756,69,Salary,3888,617,0,1.04,708,1
70061,266661,24,Remittance,25853,2630,0,5.91,428,1
11718,111868,52,Remittance,2050,1052,0,9.66,437,1
72968,462894,34,Business,6699,7245,0,3.37,415,1
30158,124353,40,Salary,11621,1050,0,1.56,683,1
61069,53109,31,Salary,16319,499,0,3.16,306,1
57617,357375,29,Salary,11573,5324,0,0.1,748,1
83391,114783,43,Remittance,7024,5891,1,0.28,455,1
56427,319048,70,Agriculture,5252,8803,0,0.24,568,1
46117,352497,54,Salary,17214,3678,0,1.04,435,1
49868,225606,37,Salary,13025,9398,1,0.82,534,1
85458,285807,42,Salary,11571,4556,0,0.7,721,1
70726,67200,48,Salary,15040,869,0,0.36,409,1
52287,38451,31,Agriculture,7381,360,0,1.43,613,0
55271,253431,47,Business,6730,2449,0,0.19,331,1
28656,254803,57,Salary,5222,2695,0,0.05,397,1
67769,191013,31,Business,19200,3409,0,0.58,677,1
24804,147671,51,Other,3912,5397,0,0.4,613,1
75036,525320,58,Salary,15544,6230,0,0.68,636,1
62572,67445,47,Salary,16071,2136,0,0.41,424,1
107739,210571,34,Salary,25363,2900,1,0.73,413,1
37997,138580,49,Salary,4848,1175,0,3.87,534,1
57947,397857,63,Business,5469,5570,0,0.22,371,1
95966,448241,30,Business,8936,5485,0,0.39,789,1
83828,626602,50,Salary,17568,7356,0,0.79,447,1
46076,402805,56,Salary,15940,3961,0,9.56,696,1
64479,496781,36,Remittance,8290,8423,0,0.01,386,1
60040,595978,40,Salary,22286,9067,0,0.64,658,1
65639,503217,68,Business,22632,16230,0,2.38,412,1
46026,395626,38,Business,3749,5047,0,1.39,455,1
58214,489433,52,Agriculture,5233,11138,0,0.92,527,1
28039,208541,26,Agriculture,4266,3121,0,0.23,368,1
62702,508959,70,Agriculture,6318,5369,0,0.1,368,1
69000,647185,52,Business,19085,46568,0,3.6,714,1
55452,278062,61,Salary,5249,3814,0,1.86,490,1
27699,181809,52,Salary,10442,5916,0,0.27,612,1
79771,430119,38,Salary,20932,10199,0,0.67,656,1
67291,577683,37,Salary,23508,36681,0,2.6,643,1
45480,209113,57,Salary,16271,6901,1,1.52,645,1
54388,450735,67,Salary,14549,3802,0,2.0,837,1
29987,242711,25,Salary,12666,2025,0,1.39,647,1
39492,380621,66,Salary,17629,4241,1,1.04,491,1
49244,141072,65,Salary,10485,1807,0,0.1,456,1
84568,612389,24,Agriculture,10704,6385,0,0.12,741,1
47210,363080,24,Business,10122,3336,0,4.01,532,1
72804,683968,57,Agriculture,11841,10046,1,2.37,607,1
49234,448796,66,Business,13612,28386,0,0.11,749,1
64959,386408,40,Remittance,14291,4361,0,1.81,429,1
57172,343144,54,Agriculture,14737,2900,1,0.7,422,1
77461,161837,74,Salary,28070,4059,0,0.25,329,1
49304,481313,36,Other,8943,7756,1,0.47,339,1
28549,83439,30,Salary,7961,1635,0,3.44,639,1
32361,238986,74,Business,6602,4412,1,1.69,577,1
49362,397860,33,Agriculture,18285,4425,0,0.01,463,1
35019,164293,44,Salary,11088,3108,0,1.92,416,1
68204,170942,43,Business,5671,1504,1,0.01,683,1
50685,116328,47,Salary,16433,1196,0,3.33,347,1
107492,928377,33,Salary,15367,61950,0,1.46,686,1
25246,135121,56,Salary,8787,1346,0,1.54,798,1
64073,86902,57,Salary,18576,910,1,0.02,550,1
37441,273757,29,Salary,8557,4039,0,0.11,572,1
50132,144211,45,Business,16885,2196,1,1.08,595,1
62828,554504,21,Business,24939,5424,0,0.52,352,1
13493,46428,30,Salary,4967,802,0,1.05,645,1
64737,155535,74,Business,18242,5323,0,0.86,501,1
98058,128079,46,Salary,34065,2797,1,2.69,558,1
50931,272967,53,Salary,11874,6716,0,0.22,312,1
65196,311768,68,Agriculture,24249,3644,0,0.68,783,1
80498,614801,58,Remittance,31133,19631,0,0.59,483,1
56721,278711,63,Salary,7419,3414,1,3.1,341,1
48381,182215,58,Salary,8131,2924,0,1.43,730,1
14485,43248,46,Agriculture,2606,421,0,0.39,839,1
72820,228829,54,Remittance,10300,3554,0,0.7,586,1
57737,537794,34,Salary,13005,4784,0,0.4,318,1
39746,82205,68,Salary,6018,752,0,0.84,846,1
62532,618296,28,Salary,18781,19315,1,1.0,414,1
48326,174251,68,Business,5683,2024,0,1.77,432,1
49431,66223,68,Remittance,8891,1882,0,1.05,690,1
72126,206465,26,Business,23531,2046,0,3.67,482,1
33232,35058,58,Salary,7559,435,0,1.3,346,1
80946,647996,74,Business,19098,14806,0,0.33,676,1
32046,172063,50,Agriculture,12025,4423,0,1.65,444,1
46746,173024,37,Salary,20768,2963,0,1.3,774,1
98459,668485,68,Agriculture,28462,6788,0,0.18,384,1
82547,535824,47,Salary,9019,5468,0,0.08,799,1
61952,584132,24,Salary,7315,37433,0,0.35,698,1
41189,396731,32,Business,18055,8886,0,0.72,431,1
49415,344249,56,Salary,16372,5970,0,0.15,618,1
61466,508278,43,Other,22030,6755,0,0.11,817,1
60750,487703,30,Business,20049,17326,0,1.15,335,1
58183,300654,63,Salary,8521,6236,0,0.17,751,1
59383,427104,24,Salary,14602,3968,0,4.59,553,1
55712,69276,30,Business,20908,1092,0,1.17,822,1
31160,239969,44,Salary,12481,2598,0,0.27,414,1
49670,478690,20,Agriculture,8335,7438,0,5.81,696,1
78292,102348,40,Salary,23527,1645,0,1.27,833,1
32633,275524,69,Salary,4508,3480,0,3.38,489,1
56209,526302,71,Business,24426,13154,0,1.05,359,1
43605,115501,67,Salary,7557,2963,0,0.9,516,1
62227,341359,36,Business,21708,2872,0,4.35,629,1
52227,486476,21,Business,8644,4596,0,1.91,647,1
89548,861644,64,Salary,27575,9399,0,1.32,565,1
70132,120268,39,Agriculture,22718,4486,0,0.84,813,0
33764,128828,60,Agriculture,6804,8440,0,1.19,618,1
73425,523695,24,Agriculture,28119,16924,0,1.72,653,1
44507,115932,56,Salary,18140,1023,0,1.6,827,1
48460,173745,51,Salary,19208,1735,0,0.93,817,1
66276,47803,70,Agriculture,13414,698,0,0.46,488,0
50165,98246,23,Business,17829,842,0,0.35,457,1
77857,454851,41,Business,22346,16343,0,0.54,712,1
44510,298411,74,Business,13321,4122,0,0.42,589,1
47621,317378,40,Agriculture,12222,9984,1,0.0,546,1
46873,370035,55,Salary,14160,8206,0,1.3,684,1
48687,216422,27,Business,6339,1906,0,1.97,664,1
81984,254000,59,Salary,18961,2401,0,3.59,803,1
72576,47030,33,Salary,10577,2045,1,6.18,501,0
94199,232011,50,Business,17299,5957,0,2.31,715,1
105353,365331,68,Salary,13411,4794,0,0.91,425,1
39386,86372,55,Salary,6248,4637,0,0.58,816,1
61408,42456,45,Remittance,22679,595,0,1.65,346,0
36476,72797,28,Agriculture,10339,969,0,2.92,713,1
44448,303489,37,Business,3945,6989,1,0.91,356,1
47398,307189,66,Other,17620,7036,1,0.62,784,1
38857,364828,30,Salary,16184,9930,1,2.61,828,1
38962,314914,55,Agriculture,15809,2786,0,0.04,750,1
57114,336612,45,Salary,21961,6234,0,2.51,734,1
35666,64441,36,Salary,15947,857,0,0.27,563,1
76843,450199,58,Salary,22820,10101,0,0.17,434,1
41645,45191,38,Salary,18164,514,0,1.37,843,1
116191,533712,34,Business,50087,23250,0,3.21,591,1
50972,214462,48,Salary,9985,10866,0,0.88,749,1
61440,280426,61,Business,24543,3035,1,1.38,693,1
34093,107677,67,Salary,12724,1190,1,4.2,686,1
94122,660302,53,Salary,34547,16256,0,0.33,494,1
82390,699406,55,Other,33914,13892,0,1.24,535,1
65938,514376,62,Business,14648,4458,0,2.25,542,1
33064,213714,33,Remittance,7539,9185,0,2.11,631,1
64213,360509,32,Salary,20344,11344,0,1.56,695,1
37571,29880,45,Salary,13262,511,0,0.36,409,1
89247,657561,53,Business,36190,15484,0,0.65,425,1
76184,432522,54,Business,30783,5269,1,0.12,326,1
61909,190187,26,Salary,21476,2197,1,1.96,590,1
11272,40743,62,Remittance,4893,592,0,0.17,668,1
40332,378647,38,Business,5892,4854,0,0.01,415,1
73755,474351,68,Agriculture,31835,8066,0,0.42,692,1
84258,423074,59,Salary,8742,4495,0,0.91,301,1
82183,525869,74,Business,23470,31781,0,0.33,777,1
28160,124764,54,Salary,3193,2725,0,1.66,680,1
66031,327958,48,Other,19160,3817,0,0.53,676,1
80310,261645,28,Salary,18017,5497,0,0.87,689,1
26833,125541,40,Salary,2957,6129,0,1.98,497,1
59842,419679,66,Salary,19138,8519,1,0.71,848,1
65477,57584,39,Business,22953,648,0,1.04,711,1
53985,434728,21,Other,7798,17269,0,0.5,399,1
22957,73194,31,Remittance,7735,811,1,1.01,808,1
53486,373563,51,Agriculture,7822,3901,0,0.27,707,1
53454,353111,53,Other,6994,4380,0,0.18,471,1
57039,382159,74,Agriculture,7673,9958,1,5.05,822,1
48731,305895,71,Salary,14700,3091,0,1.7,436,1
51140,491530,48,Business,18827,13980,0,1.76,655,1
59206,315525,49,Salary,17812,2873,0,0.56,669,1
68849,513409,63,Salary,26125,5813,0,0.64,830,1
53911,388255,20,Salary,16111,21678,0,1.84,614,1
51807,142186,51,Salary,19428,1446,0,2.26,847,1
61847,197379,45,Other,27294,2959,0,0.11,456,1
21582,97727,62,Other,4849,1605,0,0.27,741,1
69541,218229,63,Salary,9421,3801,1,0.39,435,1
59989,239000,55,Agriculture,7804,3083,0,1.59,850,1
60794,256194,55,Salary,18303,2839,0,3.91,720,1
79215,494041,57,Salary,22373,4542,1,2.3,644,1
20944,54223,51,Salary,3103,1307,0,1.82,336,1
20523,167073,30,Salary,8340,2085,0,0.1,573,1
65476,304895,34,Salary,28416,3540,0,0.47,379,1
59858,431535,60,Salary,10397,5084,0,3.87,805,1
63404,80758,53,Salary,9926,1238,0,0.08,508,1
50757,251992,31,Salary,8078,4647,0,2.53,757,1
73287,56291,68,Remittance,16368,597,1,0.28,799,0
78653,544369,73,Salary,31123,12260,0,1.06,360,1
69680,262362,53,Salary,20939,7611,0,0.06,718,1
54783,521419,30,Business,5752,7349,0,2.76,466,1
17846,63874,71,Salary,4551,1562,1,0.55,359,1
75385,441466,31,Business,8550,28319,0,3.17,443,1
84435,248676,42,Salary,19445,14153,0,1.42,603,1
72891,465851,66,Business,16714,5351,0,5.02,771,1
42407,209359,47,Business,13566,1788,0,2.6,681,1
73476,295445,31,Business,20816,4835,1,0.02,428,1
77211,188013,22,Business,31167,6743,0,0.87,463,1
91176,142185,38,Salary,7843,1417,0,2.04,467,1
42478,69615,56,Salary,15563,1730,0,1.27,705,1
55471,554204,58,Salary,4903,4637,0,3.63,585,1
74945,331028,30,Business,14433,4545,0,0.93,313,1
61148,31695,27,Salary,24794,854,0,1.84,341,1
37653,359692,57,Salary,12631,5486,0,0.36,341,1
68292,47108,27,Business,9809,977,0,2.16,829,1
71573,320401,21,Salary,18723,3331,0,0.83,578,1
61759,451831,45,Salary,21437,19286,0,0.45,570,1
64392,591678,50,Business,27484,5659,0,2.16,719,1
54826,398718,31,Salary,17254,4203,0,4.85,404,1
89566,439271,30,Agriculture,7983,4182,1,0.53,317,1
41986,409666,31,Remittance,11122,3770,1,0.1,449,1
48254,42152,37,Other,6591,1145,1,0.44,414,1
60220,594701,18,Salary,5882,8711,0,0.26,739,1
77579,664791,18,Salary,23386,6405,0,3.16,750,1
30053,280239,39,Business,11043,5312,1,2.24,649,1
33794,98690,19,Business,3154,5328,0,0.3,801,1
19245,35668,36,Business,7119,820,0,3.7,556,1
60654,412538,51,Salary,20705,10820,1,1.95,432,1
37634,203249,19,Salary,13482,1918,0,4.42,482,1
52309,286135,53,Salary,8921,4608,0,0.51,378,1
73228,679840,53,Salary,16522,7921,0,1.53,796,1
47169,301446,50,Salary,5863,2601,0,1.17,632,1
64626,223290,53,Remittance,10882,5039,0,0.77,725,1
54013,232290,64,Salary,10372,2466,0,0.21,455,1
73442,129861,22,Business,14556,8982,0,1.21,695,1
69503,161732,27,Remittance,10062,6958,0,0.38,482,1
46161,85944,36,Salary,6916,2915,0,2.14,545,1
56627,464215,57,Business,23418,10149,0,5.72,659,1
80875,582001,67,Business,29927,10482,0,1.96,840,1
67868,375872,70,Salary,14080,5918,1,0.06,607,1
32061,130055,51,Salary,13806,3378,0,0.75,691,1
73112,500868,41,Agriculture,12312,26153,1,0.58,627,1
38308,314991,41,Agriculture,8831,3698,0,1.65,533,1
88250,782929,21,Agriculture,33624,53789,0,3.71,813,1
80482,458478,44,Other,19627,4611,0,4.8,829,1
65798,545394,47,Salary,10976,4854,0,1.62,471,1
63145,338293,29,Agriculture,13662,3813,0,0.84,793,1
55819,279544,61,Business,14807,3661,0,1.11,548,1
73570,641648,64,Business,22780,7735,0,0.66,707,1
52584,219304,35,Agriculture,12098,2660,1,0.57,584,1
64711,275745,70,Agriculture,15504,2448,0,0.72,722,1
77439,263034,24,Remittance,13758,2265,1,0.05,780,1
48764,264675,69,Salary,13560,4557,0,1.43,533,1
47676,270613,61,Business,7685,3441,1,3.73,686,1
36113,244643,30,Salary,14481,2479,0,4.68,579,1
38711,177675,55,Business,13801,14669,0,0.87,740,1
23432,60207,35,Agriculture,5432,874,0,0.38,405,1
74597,651605,63,Agriculture,26592,7897,1,0.54,701,1
96178,364227,27,Salary,7943,4071,0,1.26,628,1
88507,820280,31,Business,18362,15827,0,1.02,548,1
27478,67867,35,Salary,6675,1545,1,0.31,503,1
74497,433613,29,Salary,18909,13691,0,0.77,686,1
88442,495084,36,Salary,31577,6853,0,1.99,491,1
50864,425841,52,Remittance,22189,3827,0,0.34,318,1
62029,112836,54,Salary,13684,1037,0,0.42,822,1
19842,181443,49,Other,4161,3566,0,1.28,546,1
65335,362516,28,Salary,19985,9097,0,3.02,390,1
38729,235009,29,Agriculture,7129,2418,0,0.88,424,1
63993,342144,70,Business,8466,3789,0,0.24,757,1
28776,24236,32,Business,12540,364,0,0.24,482,0
70857,370041,23,Business,26892,6851,1,0.82,455,1
80490,241770,43,Agriculture,34985,9530,0,5.47,568,1
44336,166506,18,Remittance,7120,1720,0,4.3,315,1
37262,248406,37,Business,3226,3157,0,1.56,608,1
16880,88251,66,Salary,4081,1674,0,1.92,322,1
54672,75752,33,Salary,23259,681,0,0.94,760,0
48368,57746,58,Agriculture,6345,694,0,2.56,536,1
28980,65603,45,Salary,3575,584,0,0.18,420,1
69060,159764,38,Business,7287,2526,0,3.62,550,1
51001,320228,55,Business,18516,5241,1,0.53,396,1
38485,84253,51,Salary,14270,744,0,2.71,476,1
48909,434133,36,Agriculture,16496,3754,0,1.85,372,1
81426,202973,30,Agriculture,8120,1753,0,0.71,668,1
72059,98414,70,Agriculture,25049,980,0,1.0,837,1
57399,506235,27,Agriculture,14120,8173,0,1.35,567,1
72382,239267,72,Remittance,10019,6893,1,1.17,354,1
36782,167046,44,Business,6959,3128,0,4.11,340,1
60647,582863,74,Other,16097,5143,0,1.76,758,1
62946,596194,38,Salary,12713,11630,0,0.38,491,1
50603,368982,50,Business,22205,3937,0,4.32,463,1
68709,79353,53,Agriculture,17566,711,1,0.98,356,1
44391,272416,37,Salary,9664,2332,0,0.24,665,1
70196,694676,30,Salary,23099,6075,0,0.23,334,1
71037,674546,47,Business,22782,9376,0,0.61,798,1
5000,7535,55,Salary,405,116,1,0.01,414,1
83806,357155,32,Remittance,25882,3010,1,1.07,338,1
5000,17488,61,Salary,851,492,0,0.01,686,1
47679,82600,54,Salary,10434,2561,0,0.6,495,1
80507,571647,27,Business,27481,4927,0,0.83,683,1
53654,166411,71,Salary,15358,1925,0,0.79,321,1
30676,115839,20,Salary,6638,1657,0,3.04,774,1
38125,51789,55,Business,5412,1972,0,0.05,470,1
80538,421269,43,Business,21506,6248,0,1.59,716,1
21570,43196,55,Salary,4274,379,0,0.09,815,1
82580,380269,62,Business,34501,4931,0,2.62,595,1
58898,109653,57,Business,16356,1969,0,0.23,484,1
36152,345670,55,Agriculture,14476,4833,0,1.09,472,1
48338,90747,65,Salary,10845,843,0,2.13,678,1
39656,216440,58,Salary,15313,1957,1,2.7,303,1
77325,183361,64,Other,7804,3321,1,2.46,380,1
74649,91478,40,Business,14206,1178,0,0.99,656,1
25617,62043,29,Salary,2790,1472,0,3.42,314,1
51928,52985,31,Agriculture,4762,873,0,2.63,459,1
42736,77962,52,Salary,17948,2181,0,4.32,656,1
85870,445502,48,Agriculture,29646,6419,0,1.53,437,1
32998,220831,22,Agriculture,10272,2966,1,1.86,812,1
92085,122448,29,Other,25510,2525,0,0.66,837,0
59334,278257,73,Other,17250,6723,0,0.51,318,1
36761,221369,59,Salary,11628,7819,0,0.04,396,1
46455,126597,61,Agriculture,17924,4677,0,0.89,799,1
43968,177400,29,Salary,13228,1997,0,1.14,317,1
34508,40803,21,Business,12318,1135,0,0.32,568,1
61897,160390,34,Business,11387,6483,1,0.14,823,1
35442,174876,66,Salary,15644,1459,0,1.01,624,1
16393,162442,46,Salary,1505,4054,0,1.42,468,1
52406,522201,62,Salary,11688,4801,0,7.63,303,1
23943,234795,45,Salary,9729,3018,0,2.24,516,1
44957,203175,45,Salary,6599,2277,0,0.07,598,1
41818,52961,52,Remittance,5532,730,0,0.99,344,1
42576,152164,72,Business,9163,4826,0,0.08,591,1
100019,275881,42,Agriculture,23848,2666,1,0.47,522,1
61128,38768,51,Agriculture,26001,382,0,0.61,479,0
64907,91176,70,Agriculture,25272,1832,1,1.64,835,1
24472,117596,39,Salary,6160,1244,0,2.61,792,1
46921,174865,65,Remittance,20645,2475,1,0.91,682,1
64306,142332,48,Agriculture,20426,1292,0,0.79,625,1
39509,288532,68,Agriculture,15932,2923,0,1.26,561,1
78161,304249,44,Remittance,13369,18521,0,0.42,338,1
35946,308875,53,Business,9379,2888,0,0.6,469,1
54273,151383,36,Business,4939,1298,0,1.44,305,1
48279,271074,54,Remittance,4021,2942,0,0.47,501,1
63286,142351,36,Salary,21582,5705,0,0.09,560,1
47190,245641,52,Agriculture,5841,2476,0,0.64,636,1
54582,106349,62,Salary,15430,1298,0,0.54,495,1
55277,112489,42,Salary,18657,2315,0,0.4,440,1
45312,286196,42,Business,4165,2663,0,0.06,691,1
69702,209522,36,Salary,17149,2867,0,5.26,383,1
64768,138441,59,Other,21577,1330,0,0.37,369,1
58228,543430,51,Salary,23827,6441,1,1.54,683,1
51391,46690,47,Agriculture,9801,1082,0,0.6,622,1
75931,445632,19,Salary,33445,3799,0,3.75,779,1
55283,315583,24,Other,21697,4284,0,0.16,707,1
53866,155176,18,Salary,17277,2288,0,3.37,796,1
62094,298134,66,Salary,13972,5364,0,0.09,666,1
93932,125259,66,Salary,32229,4687,0,3.01,763,1
33193,244037,21,Business,12679,2834,0,2.17,393,1
75397,196494,20,Other,14493,3357,1,1.09,592,1
22137,51738,62,Other,9903,458,0,1.75,820,1
64345,224651,47,Salary,26780,1933,0,0.19,734,1
91502,830153,35,Salary,23757,8747,0,1.36,522,1
69773,562819,53,Salary,24242,14738,0,2.89,810,1
63413,602137,31,Business,17368,6741,0,6.32,472,1
48791,326590,29,Business,17640,22990,0,0.12,312,1
60621,412087,38,Salary,23399,4070,0,1.68,738,1
